plate,status,category,reviewer_comments,review_reason_code,customer_meaning
BAD MTF,Rejected,Swear word or profane,"BAD MOTHERFUCKER, HAS A 57 CHEVY",3,CLASSIC CAR
BEAR4SS,Rejected,Sexual connotation,"BEAR OR BARE ASS, DOES HAVE A 2010  CHEVY",1,ANIMAL AND CAR MODEL
BIG D XB,Rejected,Sexual connotation,"BIG D=BIG DICK, CUSTOMER NAME IS DENNIS",1,BIG DENNIS/ BIG DADDY SCION XB
BJS4DDS,Rejected,Sexual connotation,BLOW JOBS FOR DENTAL WORK… CUSTOMER IS BRIAN J SAMUELS,1,MY INITIALS AND MY WIFE INITIALS
BLKKTZE,Accepted,Sexual connotation,BLACK CATS? PULLED FOR CAT=PUSSY,1,IT'S A BUSINESS NAME
BLU PNY,Accepted,Vulgar or degrading term,BLUE=GANG COLOR. HAS 2016 FORD,2,BLUE PONY
BMFN42O,Rejected,Swear word or profane,"MOTHERFUCKING 420, HAS 2014 FORD",3,BEST MUSTANG FORD 420 HORSE POWER
BONE BZ,Rejected,Sexual connotation,BONE=SEX,1,ORTHOPEDIC SURGERY
BROK3 AF,Rejected,Swear word or profane,BROKE AS FUCK,3,"BROTHERK3 ARTIC FOX, ITS MY XBOX GAMERTAG AND USERNAME"
CABIN 5O,Accepted,Misrepresents law enforcement,50=police,5,OUR CABIN NUMBER FOR OUR HOUSE AT HUME  LAKE.
CAULGUY,Rejected,Sexual connotation,CUSTOMER MEANING IS TRUE BUT SOUNDS LIKE 'CALL GUY'… CALL GIRL WOULD BE A PROSTITIUTE,1,PERSON IS BORN WITH A CAUL OR A VEIL. FACE IS COVERED BY PART OF WOMB.IT IS CONSIDERED GOOD LUCK OR VERY SPRITUAL.
CDA14,Accepted,Vulgar or degrading term,"HAS 2014 CHEVY, 14 CAN BE HATE SYMBOL",2,FIRST INITIAL OF MY SON MYSELF AND MY SON  AND  BIRTHDAY OF MY HUSBAND
CHIHOE,Rejected,Sexual connotation,"PULLED FOR HOE, THIS IS HIS REAL FIRST NAME",1,THIS IS MY LEGAL FIRST NAME
CICARIO,Rejected,Vulgar or degrading term,SICARIO MEANS HITMAN OR HIRED KILLER IN SPANISH,2,5XPP825
CLD SQD,Rejected,Misrepresents law enforcement,COLD SQUAD IS A POLICE TV SHOW,5,"MY WIFE'S TV SHOW IS ""COLD SQUAD"""
CPSLO 13,Accepted,Vulgar or degrading term,"13 CAN BE A GANG NUMBER, NO 2013 CAR",2,"CAL POLY SAN LUIS OBISPO, GRADUATION 2013"
DAYGO13,Rejected,Vulgar or degrading term,"DAGO=SLUR AGAINST ITALIANS, 13=GANG NUMBER, NO 2013 CAR",2,SAN DIEGO 13 LUCKY NUMBER
DRG DADY,Rejected,Swear word or profane,DRUG DADDY,3,I LOVE DRAG RACING EVENTS. AND I AM A DAD.
DRTY SXO,Rejected,Sexual connotation,DIRTY SEX (SEXO=SEX IN SPANISH),1,TRUCKS ALWAYS DIRTY AND IS A 6 LITER ENGINE
DSCHBAG,Rejected,Vulgar or degrading term,DOUCHEBAG,2,DSCH IS A BRAND OF BAG OF GERMAN  (DEUTSCHE)  BAGS THAT I LOVE.
EAT CHIA,Accepted,Sexual connotation,EAT,1,I AM DOING A RESEARCH ON CHIA SEEDS SO I  WANT TO PROMOTE IT
EVOWEVO,Rejected,Sexual connotation,"WEVO=HUEVO, CAN MEAN EGG OR TESTICLE",1,MEXICAN EGG
FATTO 1,Rejected,Vulgar or degrading term,IT IS A SONG. COULD BE INSULTING IN ENGLISH,2,IT IS THE NAME OF A GIRL IN A PUNJABI SONG   THAT  IS DESCRIBED AS SASSY.
FATTO 2,Rejected,Vulgar or degrading term,IT IS A SONG. COULD BE INSULTING IN ENGLISH,2,FATTO IS THE NAME OF A SASSY GIRL IN A   PUNJABI  SONG
FED S 69,Rejected,Sexual connotation,no 69 car on ani,1,"ABBREVIATION OF OUR NAME, FEDER."
FNVADER,Rejected,Swear word or profane,EFFIN VADER,3,"""FUN VADER"" THIS IS MY TOY TRUCK, AND IT'S ALL BLACK AND LOOKS LIKE DARTH VADER"
FRD EETR,Rejected,Sexual connotation,EAT,1,I DON'T LIKE FORD TRUCKS
F TESLA,Rejected,Swear word or profane,FUCK TESLA,3,TESLAS R TOO ESPENSIVE
FTG GCG,Rejected,Swear word or profane,FTG=FUCK THE GUARD (COASTGUARD) OR GOVERNMENT…,3,INITIALS IN MEMORY OF MY GRANDPARENTS  FRANCIS THOMAS GRAY AND GRACY CAITLYN   GRAY
FUQYOU1,Rejected,Swear word or profane,FUCK YOU,3,SENTIMENTAL REASONS
GASPASR,Rejected,Swear word or profane,"GAS PASSER, SHE PASSES GAS (FARTS)",3,I AM A NURSE ANESTHETIST
GD 818,Rejected,Vulgar or degrading term,818=LOS ANGELES AREA CODE,2,G-DRAGON'S INITIALS WITH HIS BIRTHDAY. HE IS A KOREAN SINGER AND HE IS MY IDOL
GETATME,Accepted,Sexual connotation,"GET AT ME, SEXUAL?",1,PICK UP LINE FROM THE 2010'S
GOBALLA,Rejected,Vulgar or degrading term,"GO BALLER, CUSTOMER LAST NAME IS BALLA",2,MY LAST NAME IS BALLA
GO G MEN,Accepted,Misrepresents law enforcement,"G-MAN SHORT FOR GOVERNMENT MAN, MEANS AN FBI OR CIA AGENT",5,"GO GIANTS, G-MEN IS A NICKNAME FOR THE SAN FRANCISCO  GIANTS"
GSGOMG,Accepted,Vulgar or degrading term,GSG=GUNSLINGER GIRL (ANIME) PER ACRONYM FINDER.,2,KIDS INITIALS
GTUMBLR,Accepted,Vulgar or degrading term,pulled for g (gangster) ani does show a MBZ 2016 could be a G Class,2,G WAGON TUMBLER- LIKE FROM BATMAN
GUN ACE,Rejected,Vulgar or degrading term,gun,2,MY CHILDREN'S NAMES: GUNTHER AND ACE
GURUJP,Rejected,Vulgar or degrading term,"JAP? NO JEEP ON ANI, HAS HONDA",2,GURUJEEP IS MY JEEP'S NAME.
HALF333,Accepted,Vulgar or degrading term,333 IS HALF OF 666,2,BABY EVIL
HALF666,Accepted,Vulgar or degrading term,PULLED FOR REVIEW OF 666 (SAME CUSTOMER AS HALF333),2,BABY DEMON
HAMMER H,Rejected,Sexual connotation,HAMMER=PENIS,1,NICKNAME
HAMMERS,Rejected,Sexual connotation,HAMMER=PENIS,1,HAMMER HAS BEEN MY NICKNAME SINCE I WAS 3 YEARS OLD AND I AM SAYING THAT THE TRUCK IS MINE THROUGH THAT NICKNAME
HELGRRR,Accepted,Swear word or profane,"pulled for Hell, no Hellcat. Has a VW",3,THE NAME OF THE CAR
HJ 4G,Rejected,Vulgar or degrading term,G=GANGSTER,2,4 GIRLS
JCSTACO,Rejected,Sexual connotation,"has a toyota truck on ani, pulled for taco=pussy",1,JUAN CARLOS TACOMA
JEFITA,Accepted,Vulgar or degrading term,"we pull jefe=chief, gang boss. Jefita=little woman chief. Could be slang for mom per urban dictionary",2,MOM
KATITUD,Rejected,Sexual connotation,"NO JAGUAR ON ANI, CAT=PUSSY",1,"ATTITUDE, CATTITUDE. WILL BE ON A JAGUAR."
KUCH,Rejected,Sexual connotation,SOUNDS LIKE 'COOCH' WHICH IS SLANG FOR VAGINA,1,NICK NAME FOR LAST NAME KUCERA
LIT FAM,Rejected,Swear word or profane,LIT CAN MEAN HIGH OR VERY INTOXICATED,3,"SLOGAN, MEANING ITS COOL, FRIENDS"
LMTHANG,Rejected,Sexual connotation,"LMT=LICK MY TAINT, LICK MY TWAT.(or Thing) URBAN DICTIONARY (52 UP, 18 UP) Ani shows a BMW UT and a Subaru SW",1,LITTLE MOTOR THING
LOW WIRE,Rejected,Swear word or profane,wire=amphetamines,3,I WORK AS A HI VOLTAGE LINEMAN AND MY CAR IS LOWERED ITS A PLAY ON WORDS
LUV CBDS,Rejected,Swear word or profane,"CBD=CANNABIDIOL, A COMPOUND OF MARIJUANA LIKE THC.",3,"I LOVE CLEO,BEATRIZ,DANNETTE AND STEPHANIE"
MAASSSV,Rejected,Sexual connotation,"MASSIVE, COULD HAVE SEXUAL CONNOTATIONS… HAS A 2 DOOR 2015 DODGE",1,"MASSIVE, ALSO THE INITIALS OF MY FAMILY AND CLOSE FRIENDS"
MACHN 22,Rejected,Vulgar or degrading term,COULD MEAN A .22 MACHINE GUN,2,MEAN MACHINE FROM THE MOVIE THE LONGEST YARD
MACTEP,Rejected,Sexual connotation,"MACTEP=RUSSIAN WORD FOR MASTER, DEFINITION ON URBAN DICTIONARY SOUNDS LIKE S&M TYPE MASTER",1,NICKNAME
MGADETH,Rejected,Vulgar or degrading term,"pulled for death but almost didn’t, it is a band",2,MY FAVORITE MUSICAL ARTIST
M KILER,Rejected,Vulgar or degrading term,KILLER,2,MY MERCEDES AMG IS BETTER THAN BMW M  VARIANTS.
MRDA RAM,Rejected,Vulgar or degrading term,murder ram,2,BLACK COLORED DODGE RAM
MTL HMR,Rejected,Sexual connotation,"THERE IS A MUSIC MAGAZINE CALLED ""METAL HAMMER"". I SAW A SEXUAL CONNOTATION. NO HUMMER ON ANI, HAMMER CAN MEAN PENIS",1,I WRITE FOR A MUSIC MAGAZINE CALLED METAL HAMMER.
MWAVEEY,Rejected,Swear word or profane,"URBAN DICTIONARY SAYS 'WAVEY' MEANS VERY DRUNK OR HIGH, OPPOSITE OF SOBER. 456 UP 194 DOWN",3,NICKNAME
M8H8S,Rejected,Vulgar or degrading term,hate,2,MY INITIALS ARE MHS AND MY YEAR OF BIRTH IS 1988
NAVY FED,Rejected,Misrepresents law enforcement,"FED=A FEDERAL AGENT OR OFFICAL, ESPECIALLY A MEMBER OF THE FBI. OR THE POLICE.",5,"""NO MEANING ATTACHED"""
NCHEN6A,Rejected,Swear word or profane,CHENGA=FUCK IN SPANISH (ALSO SUBSTITUTING BECAUSE ALREADY UNACCEPTABLE WITH THE G),3,AS A LITTLE KID WOULD BE CALLED THIS AS A    NICK  NAME
NIJJAR1,Rejected,Vulgar or degrading term,LOOKS LIKE 'N' WORD… IT IS A SURNAME BUT NOT THIS CUSTOMERS NAME ON 272. NIJJAR IS UNACCEPTABLE AND HER FIRST NAME IS NIJJARA.,2,ITS A SUR NAME
OINK B8,Rejected,Misrepresents law enforcement,"oink=pig=cop bait, might mean a fast car being bait for police",5,I OWN A CORN FARM IN CALOUSA CA AND SELL  ORGANIC PIG FEED
O16BCAT,Rejected,Sexual connotation,"PULLED FOR CAT, NO CAT CAR ON ANI. HAS A 2016 BMW",1,2016 BLACK CAT
PAKOMER,Rejected,Sexual connotation,comer=eat,1,SOURCE OF FOOD (SPANISH WORDS)
PAYBVCK,Rejected,Vulgar or degrading term,PAYBACK=AN ACT OF REVENGE OR RETALLIATION,2,PAYBACK
PCHECHI,Rejected,Vulgar or degrading term,urban dictionary says pachichi=an object or body part being shriveled or saggy and the examples are breasts and penis… PCHICHI is already unacceptable,2,ECHI IS THE NICKNAME OF OUR FAMILY GROUP AND WE ALL LOVE THE BEACH (PCH)
PINK 64,Rejected,Sexual connotation,PINK=VAGINA. HAS A 64 VW ON ANI,1,THE CAR IS A 1964 VW BUG
PNKMOPR,Rejected,Sexual connotation,PINK=VAGINA,1,PINK MOTOR PARTS
QUIK II,Rejected,Sexual connotation,"QUICKIE CAN HAVE SEXUAL CONNOTATIONS, CUSTOMER DOES HAVE A LOT OF CHEVYS",1,THE CAR IS A CHEVY II (CHEVY 2) AND IT IS VERY QUICK
REDS 43,Accepted,Vulgar or degrading term,"HAS A 1943 JEEP, PULLED FOR RED--GANG COLOR",2,1943 JEEP
ROTH415,Rejected,Vulgar or degrading term,415=SAN FRANCISCO AREA CODE,2,LAST NAME AND AREA CODE
SHIV OO7,Rejected,Vulgar or degrading term,shiv is a knife or something possibly homemade that you shank someone with,2,"SHIV IS NAME OF OUR SON, AND 007 IS REFERED TO JAMES BOND."
SHTBABE,Rejected,Swear word or profane,"CUSTOMER LAST NAME IS SHOOTER, COULD BE READ AS ""SHIT, BABE"" OR SHOT BABE",3,SHORTENED VERSION OF OWNER'S NICKNAME  (SHOOTBABE)
SKRAPS,Rejected,Vulgar or degrading term,"A Norteño derogatorily refers to a Sureño as a ""scrap"" (Hispanicized scrapa) or ""Sur rat"" Customer last name is Sparks and SCRAPS is currently registered",2,THIS IS MY MAIDEN NAME SPELLED BACKWARDS
SNL SKWD,Accepted,Sexual connotation,SCREWED,1,THIS WAS THE NAME OF MY DADS RUNNING GROUP. HE PASSED AWAY RUNNING A MARATHON AND WANT THIS IN MEMORY OF HIM.
SOEZEEE,Rejected,Sexual connotation,EASY CAN HAVE SEXUAL CONNOTATIONS,1,THINGS ARE EASY IF YOU WORK HARD
SSHNTRR,Rejected,Vulgar or degrading term,"THREATENING, SS HUNTER",2,MY CARS NICKNAME. SSHNTRR
SSS 88,Rejected,Vulgar or degrading term,88=HATE SYMBOL NO 88 CAR ON ANI,2,MY INITIALS
USTLLH8,Rejected,Vulgar or degrading term,hate,2,YOU STILL HATE
WET TBSS,Rejected,Sexual connotation,"wet can have sexual connotations, ani shows a chevy UT",1,GLOSSY PAINT ON MY TRAIL BLAZER SS
WHITT13,Rejected,Vulgar or degrading term,13=GANG NUMBER NO 2013 CAR ON ANI,2,WHITT IS LAST NAME  13 IS YEAR MARRIED
YKYMF,Rejected,Swear word or profane,yipee ki-yay motherfucker,3,YESTERDAY KILLS YOUR MIND FOREVER
YLA GANJ,Rejected,Swear word or profane,"YELLOW GANJA, DRUGS…",3,HERRY UP BRO
YOU FOOL,Rejected,Vulgar or degrading term,CONFRONTATIONAL,2,YOU FOOL
ZUGZUGZ,Accepted,Sexual connotation,zugzug=sex from the old movie Caveman,1,ZUGZUGZ IS THE NAME I GO BY ON MOST GAMES  IVE PLAYED FOR THE PAST FIFTEEN YEARS.
ZZZ1969,Rejected,Sexual connotation,no 69 car on ani,1,YEAR OF CAR
1ARDNUT,Rejected,Sexual connotation,one hard nut. Does have a toyota truck on ani,1,1 TUNRDA (BACKWARDS)
1BADMTF,Rejected,Swear word or profane,ONE BAD MOTHERFUCKER,3,CLASSIC CAR
2DEEPNU,Rejected,Sexual connotation,"too deep in you, sexual connotations",1,THE CAR IS TWO MUCH FOR U TO UNDERSTAND
2OO6GTH,Rejected,Vulgar or degrading term,"GTH=GO TO HELL, NO 2006 CAR ON ANI",2,INTEND TO PLACE THIS PLATE ON A 2006   MUSTANG GTH
2OO7GTH,Rejected,Vulgar or degrading term,"GTH=GO TO HELL, NO 2007 CAR ON ANI",2,I AM GOING TO PUT IT ON A 2007 MUSTANG GTH
4 REDDD,Rejected,Vulgar or degrading term,RED=GANG COLOR,2,FOR RED
8TNGBBY,Accepted,Sexual connotation,ate?,1,"IT'S A ROUGH TRANSLATION OF THE U2 ALBUM, ACHTUNG BABY, EXCEPT THAT THE ACHT IS THE  GERMAN NUMBER 8, WHICH IS ACHT IN GERMAN."
8UTT5EX,Rejected,Sexual connotation,BUTT SEX,1,"""EIGHT UTTERLY TERRIBLE TEENS WITH 5 EXES"""
818DIPN,Rejected,Vulgar or degrading term,"818 AREA CODE, LOS ANGELES",2,CLASSIC CAR
#UKNENM,Rejected,Swear word or profane,"FUCKEN? (HAND SYMBOL, F FOR FIVE?)",3,CHILDHOOD NICKNAME
FU$XIN,Rejected,Swear word or profane,FU=FUCK YOU. IT IS HIS GIVEN NAME,3,MY NAME IS FU DENG. HER NAME IS XIN. IT   MEANS  I LOVE HER.
KIKI$77,Rejected,Sexual connotation,"kiki=Tagalog, means vagina",1,NAME AND SOFTBALL NUMBER
N8$H8,Rejected,Vulgar or degrading term,NATE LOVES HATE,2,NGOC8 LOVE HUY8
HLHA&18,Rejected,Vulgar or degrading term,18=HATE SYMBOL,2,"HLHA STAND FOR HUNG, LAN.ADEN AND HELEN , WE ARE FAMILY . 18 IS MY BIRTHDAY 01/08"
&TEAM D,Rejected,Sexual connotation,"team D, D=dick. Customer last name is Delyser",1,FAMILY NAME
TROL&DF,Rejected,Misrepresents law enforcement,"TROL is southern slang for police (patrol) DF=Mexico City (from Distrito Federal, the capital of Mexico)",5,NICKNAME
DMFESQ,Rejected,Swear word or profane,"DMF=DUMB MOTHERFUCKER, BUT IT IS HIS INITIALS.",3,MY NAME - DAVID MICHAEL FOULKES ESQUIRE   (I'M A LAWYER)
SPYMAN,Accepted,Misrepresents law enforcement,SPY=CIA=FEDERAL AGENT,5,SPY MAN
BALDRYZ,Accepted,Sexual connotation,BALLS.. DRY BALLS… LAST NAME IS BALDRY,1,NAME
B52RBS,Accepted,Vulgar or degrading term,vet plate but pulled for b52 bomber and RBS does mean radar bomb scored,2,USAF BOMBER AIRCRAFT RADAR BOMB SCORED
BASAHLQ,Rejected,Sexual connotation,basah=Indonisian and Malay word for 'wet',1,BASS FISHING
BB BLUE,Accepted,Vulgar or degrading term,BLUE=GANG COLOR,2,THE COLOR OF THE CAR IS BABY BLUE
BLOWNV8,Accepted,Sexual connotation,"BLOWN, SEXUAL CONNOTATIONS",1,MY CAR HAS A HIGH-PERFORMANCE V8 ENGINE.
BLUISH,Accepted,Vulgar or degrading term,BLUE=GANG COLOR,2,THE CAR IS BLUE
BLU SKYE,Accepted,Vulgar or degrading term,BLUE=GANG COLOR,2,BLUE CONVERTIBLE CAR
BLWNBRA,Rejected,Sexual connotation,"BLOWN, BRO",1,NICK NAME OF THE CAR
CARLEY8,Accepted,Sexual connotation,"ATE, CUSTOMER NAME ISNT CARLEY",1,NONE
CZYSLVI,Accepted,Vulgar or degrading term,CRAZY,2,CRAZY SALVADOREAN
GASSLUT,Rejected,Sexual connotation,gas slut,1,BECAUSE I HAVE TO REFILL MY GAS TANK EVERY 2 DAYS DRIVING A TRUCK
IZZA BLU,Rejected,Vulgar or degrading term,BLUE=GANG COLOR,2,IT'S A BLUE
JET BLU,Accepted,Vulgar or degrading term,BLUE=GANG COLOR,2,LOOKS FAST
KEEKEEE,Rejected,Sexual connotation,"kiki=Tagalog, means vagina",1,CAT
NADACOP,Rejected,Misrepresents law enforcement,NOT A COP… NOTACOP IS ALREADY UNACCEPTABLE,5,THIS PLATE IS GOING ON AN EX POLICE CROWN   VICTORIA. THOUGHT THIS WOULD BE A FUNNY   PLATE.
NTNBTWT,Rejected,Sexual connotation,nothing but white? Twt could be twat,1,CAR COLOR
OINKER,Rejected,Misrepresents law enforcement,"OINKER=PIG=POLICE, OINKERS&OINKERZ are unacceptable but ther are a couple current records with numbers before or after",5,OINKER - HAS BEEN MY ONLINE NAME SINCE I WAS 22 (26 YRS). HTTP://STEAMCOMMUNITY.COM/ID/OINKER/
OTW2FYG,Rejected,Sexual connotation,on the way to fuck your girl,1,ON THE WAY TO (2) FIX YOUR GENERATOR; BECAUSE AS A CONTRACTOR FOR THE NAVY WE CONSTANTLY GET SENT OUT TO EVERY SHIP TO REPAIR THEIR SHIPBOARD GENERATORS.
QE GUEY,Rejected,Swear word or profane,"guey=in Spanish, cuckold or asshole, QUE GUEY is unacceptable",3,CUTIE GUY
QVO ESE,Rejected,Vulgar or degrading term,"QVO=qué hubo, apparently like what's up in Spanish slang. But 'ese' Urban Dictionary says means the letter S which stands for Surenos gang…",2,WHAT'S UP MAN
REDBIT2,Accepted,Vulgar or degrading term,RED=GANG COLOR,2,RED COLOR RABBIT CAR
SMARTAF,Rejected,Swear word or profane,SMART AS FUCK,3,"FOR MY SMART CAR AND MY NICKNAME, TAFFY, SMUSHED TOGETHER"
THESY14,Rejected,Vulgar or degrading term,"14=hate symbol, no 2014 car on ani",2,THEO ESTHER
TRDPRO T,Rejected,Swear word or profane,TRD looks like turd. Has Toyota truck,3,TRUCK MODEL
TRIGGA,Rejected,Vulgar or degrading term,TRIGGER AS IN GUN,2,MY NICK N AME OF TRIGONOMETRY
TT O15,Accepted,Sexual connotation,"TT=PENIS IN TAGALOG. I did an ani on the company Terrific Tours and they have at least 3 plates already with similar configurations (o11, o12, and oo1)",1,TERRIFIC TOURS 2015
UGASHKA,Accepted,Sexual connotation,you gash or ooga chaka,1,OOGA SHAKA
WELL666,Accepted,Swear word or profane,the devil 666,3,NONE
WHTWSHD,Rejected,Vulgar or degrading term,Per Urban Dictionary: When a person who isn't white forgets their culture and acts like a white person.,2,NICKNAME
X32TTUB,Rejected,Sexual connotation,backwards… butt sex,1,FAMILY LETTERING
6TOOL6,Rejected,Sexual connotation,"TOOL IS A FOOL, A PENIS OR THE BAND…",1,THE 66 REPRESENTS THE YEAR I WAS BORN AND  TOOL IS A ROCK BAND
14 STFB,Accepted,Vulgar or degrading term,"14=hate symbol, has 2014 Harley. Harley makes a Softail Fat Boy… STFB can mean Slap that Fucking Bitch but only 24 up (1 down) on Urban Dictionary.",2,2014 SOFT TAIL FAT BOY LO
BL STL,Accepted,Vulgar or degrading term,blue=gang color,2,BLUE STEEL
BLUMENE,Accepted,Vulgar or degrading term,BLUE=GANG COLOR,2,BLUE VEHICLE THAT LOOKS MEAN
HIPFISH,Rejected,Swear word or profane,FISH=FUCK IT SHIT HAPPENS,3,FUN FISH
SPYGIRL,Accepted,Misrepresents law enforcement,"SPY=CIA=FEDERAL AGENT. ORDERED BY SAME CUSTOMER AS 'SPYMAN'. There is a mix of unacceptable, expired and current 'spy' plates on record…",5,SPY GIRL
CACKS 65,Rejected,Sexual connotation,"CACK=COCK SAID WITH A BOSTON ACCENT, ALSO MEANS SHIT",1,MY MOTHERS NAME IS CATHY AND HER DAD GREW UP CALLING HER CACKIN. I ORDERED CAKCINS FOR HER OTHER CAR A FEW YEARS AGO. THIS IS FOR HER 1965 MUSTANG.
DIE HURE,Rejected,Swear word or profane,DIE WHORE IN GERMAN,3,NO MICRO
H8 NONE,Rejected,"Foreign, slang, or phonetic",HATE NO ONE,7,NO MICRO
TTYCITY,Rejected,"Foreign, slang, or phonetic",TITTY CITY,7,NO MICRO
IDG2FX,Rejected,Swear word or profane,I DON’T GIVE 2 FUCKS,3,NO MICRO
YOJ88,Rejected,Vulgar or degrading term,88-HITLER,2,NO MICRO
GOT2B18,Rejected,Vulgar or degrading term,18-HITLER,2,NO MICRO
NSTY G,Rejected,Sexual connotation,NASTY G,1,NO MICRO
RAES CAT,Rejected,Sexual connotation,CUSTOMER IS RACHEL. RACHELS CAT,1,NO MICRO
88CKS88,Rejected,Vulgar or degrading term,88-HITLER,2,NO MICRO
BEAR BK,Rejected,Sexual connotation,SEX WITH NO CONDOM,1,THE MODEL OF MY NEW JEEP
BLUGOON,Rejected,"Foreign, slang, or phonetic",BLUE-GANG,7,MEANS A BLUE WAGON
B8B88B8,Rejected,Vulgar or degrading term,88-HITLER,2,FAVORITE LETTER AND NUMBER
CREDO18,Rejected,Vulgar or degrading term,18-HITLER,2,SERVITE HIGH SCHOOL MOTTO
CREDO88,Rejected,Vulgar or degrading term,88-HITLER,2,SERVITE HIGH SCHOOL MOTTO
DIUPSCM,Rejected,"Foreign, slang, or phonetic",DIE UP SCUM,7,DIE YUPPIE SCUM
RSTONED,Rejected,"Foreign, slang, or phonetic",STONED-WEED. ROLLING STONES.,7,"IM A NUMBER 1 FAN OF THE ROLLING STONES BAND, OLD SCHOOL CAR NEEDS AN OLD SCHOOL LICENSE PLATE."
STBN WGN,Rejected,"Foreign, slang, or phonetic",STABBIN WAGON,7,IT IS A REFERENCE TO A MOVIE
TACO422,Rejected,"Foreign, slang, or phonetic",CUSTOMER HAS A TOYOTA TACOMA,7,SHORT FOR TACOMA AND LUCKY NUMBER
WHTCRKN,Rejected,"Foreign, slang, or phonetic",WHITE CRACKIN… RACIAL?,7,MY MOBILE APP
415GABE,Rejected,"Foreign, slang, or phonetic",CA AREA CODE,7,IT’S THE DATE I MET MY WIFE
69VW BUS,Rejected,Sexual connotation,NO '69 VEHICLE CONFIRMED,1,NO MICRO
69VW RAG,Rejected,Sexual connotation,NO '69 VEHICLE CONFIRMED,1,NO MICRO
A BMF GT,Rejected,Swear word or profane,A BAD MOTHER FUCKER GT,3,NO MICRO
S12 88,Accepted,Vulgar or degrading term,88-HITLER,2,MAKE AND YEAR
MAMAG13,Rejected,"Foreign, slang, or phonetic",13-GANG,7,NAME AND GRANDDAUGHTERS BIRTH YEAR
2KUULO,Rejected,Sexual connotation,KULO… ASS,1,FRIENDS LAST NAME
DOMINUS,Rejected,Vulgar or degrading term,LATIN WORD FOR MASTER OR OWNER,2,NO MICRO
LOCL 13,Rejected,"Foreign, slang, or phonetic",13-GANG NUMBER,7,NO MICRO
Nov-88,Rejected,"Foreign, slang, or phonetic",88-HITLER RELATED,7,NO MICRO
RSG 13,Rejected,"Foreign, slang, or phonetic",13-GANG NUMBER,7,NO MICRO
1KING FN,Accepted,Swear word or profane,FN-FUCKEN OR FUN?,3,NO MICRO
57 STUD,Rejected,Sexual connotation,STUD IS MARKED UNACCEPTABLE?,1,NO MICRO
69 SASHA,Rejected,Sexual connotation,NO 69 CAR,1,NO MICRO
RED TORO,Accepted,"Foreign, slang, or phonetic",RED-GANG COLOR,7,NO MICRO
GUN SMKE,Rejected,"Foreign, slang, or phonetic",GUN?,7,NO MICRO
KILRRDS,Rejected,Vulgar or degrading term,KILL?,2,NO MICRO
YRAIZ,Rejected,Swear word or profane,YOUR ASS,3,NO MICRO
3O INCHR,Rejected,Sexual connotation,SEXUAL,1,NO MICRO
4GUNN2,Rejected,"Foreign, slang, or phonetic",GUN?,7,NO MICRO
ASA TACO,Rejected,Sexual connotation,TACO CAN BE SLANG FOR VAGINA. DOES HAVE A TACOMA,1,ASA IS THE INTIALS TO MY NAME ALEC STEVEN ALEJO AND TACO IS FOR TACOMA
BALZINI,Rejected,Sexual connotation,BALLS IN 1?,1,MY MAGICIAN NAME WHEN I USE TO PERFORM AS A TEENAGER
BLQ BTY,Rejected,"Foreign, slang, or phonetic",BLACK BETTY CAN BE SLANG FOR HERION.,7,BLACK BEAUTY
BOXN RN,Rejected,Sexual connotation,BOX IS SLANG FOR VAGINA,1,BOXING REGISTERED NURSE
GGG 69,Rejected,Sexual connotation,NO 69 CAR,1,INICIAL OF MY KIDS NAME
KBOMB5K,Rejected,"Foreign, slang, or phonetic",BOMB?,7,NICKNAME
L8RH8RZ,Rejected,Vulgar or degrading term,HATE?,2,SAYING GOODBYE
OG CALI,Rejected,Vulgar or degrading term,OG-ORIGINAK GANGSTER,2,ORIGINAL CALIFORNIA
OOKINAM,Rejected,Sexual connotation,"TAGALOG-OKI'S NICENES. URBAND SAYS ""PUSSY OF MOTHER"" AND 1 THING ON GOOGLE SAYS ""PUSSY OF MOTHER"".",1,OK I NEED A LOT MORE
RAM YOU,Rejected,Sexual connotation,SEXUAL. DOES HAVE A DODGE TRUCK,1,DODGE RAM FOR YOU
SHHOOTS,Rejected,"Foreign, slang, or phonetic","SHOOT? ""SHOOT: IS CURRENT",7,BYE IN PIGEON/HAWAIIAN
T11111T,Rejected,Sexual connotation,"DOES IT LOOK LIKE ""TIT""?",1,LUCKY NUMBERS
805QWLT,Rejected,"Foreign, slang, or phonetic",805 SAN LUIS OPISBO AREA CODE,7,805 AREA CODE QUILT
8RYNT 24,Rejected,"Foreign, slang, or phonetic","8 AND 24 IS KOBE'S JERSEY NUMBERS AND HE HIS RETIRING……BUT THIS IS OUT THERE WITH ""BRYNT 24"" SO PULL FOR SUBSTUTING?",7,BRYANT #24
$ OVRH8,Accepted,"Foreign, slang, or phonetic",HATE?,7,LOVE OVER HATE
B8ME13,Rejected,"Foreign, slang, or phonetic",13-GANG NUMBER NO 2013 CAR,7,FISHERMAN
P3RCNT,Rejected,"Foreign, slang, or phonetic","""PERCNT"" IS NOT OUT THERE SO PUL FOR SUB OR NOT? I TOOK ITAS 3 PERCENT SAYING.",7,PERCENT. REPRESENTS PATRIOTS AND VETERAN/MILITARY FAMILY.
BALLR22,Rejected,Sexual connotation,BALLER?,1,MY BASKETBALL NUMBER
